gene,variable,pval,FDR,ensembl_gene_id,CHR,start,end,entrezgene_id
RPS13,conditionTB,0,0,ENSG00000110700,11,17074388,17077715,6207
RPS14,conditionTB,2.30E-14,8.06E-14,ENSG00000164587,5,150442635,150449739,6208
RPS15,conditionTB,1.90E-11,5.66E-11,ENSG00000115268,19,1438358,1440495,6209
RPS15A,conditionTB,1.10E-16,4.29E-16,ENSG00000134419,16,18781295,18790383,6210
RPS16,conditionTB,0,0,ENSG00000105193,19,39433137,39435949,6217
RPS17,conditionTB,0,0,ENSG00000182774,15,82536750,82540459,6218
RPS18,conditionTB,0,0,ENSG00000231500,6,33272075,33276511,6222
RPS19,conditionTB,0,0,ENSG00000105372,19,41860255,41872925,6223
RPS19BP1,conditionTB,0,0,ENSG00000187051,22,39529093,39532761,91582
RPS2,conditionTB,0,0,ENSG00000140988,16,1962058,1964841,6187
RPS20,conditionTB,0,0,ENSG00000008988,8,56067254,56074510,6224
RPS21,conditionTB,0,0,ENSG00000171858,20,62387103,62388520,6227
RPS23,conditionTB,0,0,ENSG00000186468,5,82273320,82278396,6228
RPS24,conditionTB,0,0,ENSG00000138326,10,78033760,78056813,6229
RPS25,conditionTB,0,0,ENSG00000118181,11,119015712,119018691,6230
RPS26,conditionTB,8.70E-11,2.50E-10,ENSG00000197728,12,56041351,56044697,6231
RPS27,conditionTB,0,0,ENSG00000177954,1,153990762,153992155,6232
RPS27A,conditionTB,0,0,ENSG00000143947,2,55231903,55235853,6233
RPS27L,conditionTB,0.0016,0.002612504,ENSG00000185088,15,63125872,63158021,51065
RPS28,conditionTB,2.20E-16,8.48E-16,ENSG00000233927,19,8321158,8323340,6234
RPS29,conditionTB,0,0,ENSG00000213741,14,49570984,49599164,6235
RPS3,conditionTB,0,0,ENSG00000149273,11,75399515,75422280,6188
RPS3A,conditionTB,0,0,ENSG00000145425,4,151099624,151104642,6189
RPS4X,conditionTB,0,0,ENSG00000198034,X,72255679,72277248,6191
RPS4Y1,conditionTB,0.013,0.019033428,ENSG00000129824,Y,2841602,2932000,6192
RPS5,conditionTB,0,0,ENSG00000083845,19,58386400,58394806,6193
RPS6,conditionTB,0,0,ENSG00000137154,9,19375715,19380236,6194
RPS6KA1,conditionTB,0,0,ENSG00000117676,1,26529761,26575030,6195
RPS6KA2,conditionTB,0,0,ENSG00000071242,6,166409364,166906451,6196
RPS6KA3,conditionTB,0,0,ENSG00000177189,X,20149911,20267519,6197
RPS6KA4,conditionTB,0,0,ENSG00000162302,11,64359148,64372215,8986
RPS6KA5,conditionTB,0.74,0.774303902,ENSG00000100784,14,90847861,91060641,9252
RPS6KA6,conditionTB,1.10E-16,4.29E-16,ENSG00000072133,X,84058346,84188199,27330
RPS6KB1,conditionTB,9.20E-05,1.70E-04,ENSG00000108443,17,59893046,59950574,6198
RPS6KB2,conditionTB,4.00E-09,1.04E-08,ENSG00000175634,11,67428460,67435401,6199
RPS6KC1,conditionTB,1.80E-06,3.87E-06,ENSG00000136643,1,213051233,213274774,26750
RPS6KL1,conditionTB,0.025,0.03522945,ENSG00000198208,14,74903951,74923302,83694
RPS7,conditionTB,0,0,ENSG00000171863,2,3575260,3580920,6201
RPS8,conditionTB,0,0,ENSG00000142937,1,44775251,44778779,6202
RPS9,conditionTB,0,0,ENSG00000170889,19,54200809,54249003,6203
RPSA,conditionTB,1.40E-13,4.72E-13,ENSG00000168028,3,39406716,39412542,3921
RPTOR,conditionTB,4.50E-09,1.16E-08,ENSG00000141564,17,80544819,80966371,57521
RPUSD1,conditionTB,0,0,ENSG00000007376,16,784974,788397,113000
RPUSD2,conditionTB,8.20E-06,1.67E-05,ENSG00000166133,15,40569299,40574949,27079
RPUSD3,conditionTB,0,0,ENSG00000156990,3,9837849,9844602,285367
RPUSD4,conditionTB,0.6,0.645606469,ENSG00000165526,11,126202096,126211692,84881
RQCD1,conditionTB,5.10E-04,8.79E-04,ENSG00000144580,2,218568580,218597080,9125
RRAD,conditionTB,0,0,ENSG00000166592,16,66921679,66925536,6236
RRAGA,conditionTB,0.0014,0.002297756,ENSG00000155876,9,19049427,19051025,10670
RRAGB,conditionTB,0.18,0.218540146,ENSG00000083750,X,55717749,55758774,10325
RRAGC,conditionTB,1.20E-08,3.01E-08,ENSG00000116954,1,38838198,38859772,64121
RRAGD,conditionTB,7.20E-13,2.33E-12,ENSG00000025039,6,89364616,89412273,58528
RRAS,conditionTB,0,0,ENSG00000126458,19,49635292,49640143,6237
RRAS2,conditionTB,2.40E-09,6.34E-09,ENSG00000133818,11,14277922,14364506,22800
RRBP1,conditionTB,0.17,0.207408313,ENSG00000125844,20,17613678,17682295,6238
RREB1,conditionTB,0,0,ENSG00000124782,6,7107597,7251980,6239
RRM1,conditionTB,0,0,ENSG00000167325,11,4094707,4138932,6240
RRM2,conditionTB,0.001,0.001667502,ENSG00000171848,2,10120698,10211725,6241
RRM2B,conditionTB,0.0013,0.002141681,ENSG00000048392,8,102204502,102238961,50484
RRN3,conditionTB,0,0,ENSG00000085721,16,15060033,15094311,54700
RRNAD1,conditionTB,0.11,0.138761286,ENSG00000143303,1,156728442,156736960,51093
RRP1,conditionTB,3.40E-14,1.18E-13,ENSG00000160214,21,43789513,43805293,8568
RRP12,conditionTB,0.019,0.027191232,ENSG00000052749,10,97356358,97426076,23223
RRP15,conditionTB,0.92,0.931129301,ENSG00000067533,1,218285293,218337983,51018
RRP1B,conditionTB,0,0,ENSG00000160208,21,43659560,43696079,23076
RRP36,conditionTB,0,0,ENSG00000124541,6,43021623,43034156,88745
RRP7A,conditionTB,1.50E-08,3.75E-08,ENSG00000189306,22,42508344,42519796,27341
RRP8,conditionTB,2.10E-04,3.76E-04,ENSG00000132275,11,6595072,6603616,23378
RRP9,conditionTB,4.30E-13,1.41E-12,ENSG00000114767,3,51933429,51941904,9136
RRS1,conditionTB,0,0,ENSG00000179041,8,66429014,66430733,23212
RSAD1,conditionTB,0,0,ENSG00000136444,17,50478860,50485974,55316
RSAD2,conditionTB,0,0,ENSG00000134321,2,6865557,6898239,91543
RSBN1,conditionTB,0.3,0.347245464,ENSG00000081019,1,113761832,113812476,54665
RSBN1L,conditionTB,0.29,0.336590796,ENSG00000187257,7,77696459,77783022,222194
RSC1A1,conditionTB,0.58,0.626789388,ENSG00000215695,1,15659869,15661722,6248
RSF1,conditionTB,0,0,ENSG00000048649,11,77660009,77820869,51773
RSG1,conditionTB,0.039,0.053406645,ENSG00000132881,1,16231692,16237183,79363
RSL1D1,conditionTB,1.60E-08,3.98E-08,ENSG00000171490,16,11833850,11851580,26156
RSL24D1,conditionTB,0,0,ENSG00000137876,15,55180806,55197049,51187
RSPH10B,conditionTB,0.48,0.529995258,ENSG00000155026,7,5925550,5970683,222967
RSPH10B2,conditionTB,0.61,0.655054954,ENSG00000169402,7,6754109,6799365,728194
RSPH3,conditionTB,0,0,ENSG00000130363,6,158972871,159000202,83861
RSPH4A,conditionTB,0.73,0.765905234,ENSG00000111834,6,116616479,116632985,345895
RSPH9,conditionTB,0.89,0.906016758,ENSG00000172426,6,43645036,43672600,221421
RSPRY1,conditionTB,0.0065,0.00989842,ENSG00000159579,16,57186137,57240469,89970
RSRC1,conditionTB,2.90E-09,7.62E-09,ENSG00000174891,3,158105855,158545730,51319
RSRC2,conditionTB,0,0,ENSG00000111011,12,122503454,122527000,65117
RSRP1,conditionTB,0,0,ENSG00000117616,1,25242249,25338213,57035
RSU1,conditionTB,0,0,ENSG00000148484,10,16590611,16817463,6251
RTCA,conditionTB,6.40E-13,2.08E-12,ENSG00000137996,1,100266216,100292769,8634
RTCB,conditionTB,0.0063,0.009613761,ENSG00000100220,22,32387582,32412248,51493
RTEL1,conditionTB,9.70E-07,2.13E-06,ENSG00000258366,20,63657810,63696253,51750
RTF1,conditionTB,1.50E-05,2.97E-05,ENSG00000137815,15,41408408,41483563,23168
RTFDC1,conditionTB,1.40E-13,4.72E-13,ENSG00000022277,20,56468585,56519449,51507
RTKN,conditionTB,0.35,0.3992,ENSG00000114993,2,74425835,74442422,6242
RTKN2,conditionTB,7.30E-11,2.11E-10,ENSG00000182010,10,62183035,62268844,219790
RTN1,conditionTB,0.59,0.635972844,ENSG00000139970,14,59595976,59870776,6252
RTN2,conditionTB,5.60E-16,2.12E-15,ENSG00000125744,19,45485294,45497055,6253
RTN3,conditionTB,0,0,ENSG00000133318,11,63681446,63759891,10313
RTN4,conditionTB,0.0054,0.008298372,ENSG00000115310,2,54972187,55112621,57142
RTN4IP1,conditionTB,2.50E-06,5.31E-06,ENSG00000130347,6,106570771,106629498,84816
RTN4R,conditionTB,9.50E-08,2.25E-07,ENSG00000040608,22,20241415,20283246,65078
RTN4RL2,conditionTB,4.10E-07,9.25E-07,ENSG00000186907,11,57460528,57477534,349667
RTP4,conditionTB,0,0,ENSG00000136514,3,187368385,187372076,64108
RTP5,conditionTB,2.00E-07,4.62E-07,ENSG00000188011,2,241869600,241873823,285093
RTTN,conditionTB,0.49,0.539799732,ENSG00000176225,18,70003031,70205726,25914
RUBCN,conditionTB,0,0,ENSG00000145016,3,197668867,197749727,9711
RUFY1,conditionTB,0,0,ENSG00000176783,5,179550554,179610012,80230
RUFY2,conditionTB,7.50E-10,2.04E-09,ENSG00000204130,10,68341107,68407294,55680
RUFY3,conditionTB,0,0,ENSG00000018189,4,70704204,70808619,22902
RUFY4,conditionTB,2.20E-06,4.70E-06,ENSG00000188282,2,218034960,218090581,285180
RUNDC1,conditionTB,0,0,ENSG00000198863,17,42980565,42993690,146923
RUNDC3A,conditionTB,0.14,0.173380606,ENSG00000108309,17,44308413,44318670,10900
RUNDC3B,conditionTB,3.20E-05,6.16E-05,ENSG00000105784,7,87627548,87832296,154661
RUNX1,conditionTB,0,0,ENSG00000159216,21,34787801,36004667,861/100506403
RUNX2,conditionTB,2.20E-09,5.83E-09,ENSG00000124813,6,45328157,45664349,860
RUNX3,conditionTB,1.10E-11,3.33E-11,ENSG00000020633,1,24899511,24965121,864
RUSC1,conditionTB,0.21,0.251338016,ENSG00000160753,1,155320894,155331114,23623
RUSC2,conditionTB,0,0,ENSG00000198853,9,35490111,35561898,9853
RUVBL1,conditionTB,0.0065,0.00989842,ENSG00000175792,3,128064778,128153914,8607
RUVBL2,conditionTB,0.11,0.138761286,ENSG00000183207,19,48993562,49015970,10856
RWDD1,conditionTB,3.10E-04,5.45E-04,ENSG00000111832,6,116571409,116597675,51389
RWDD2A,conditionTB,0.018,0.02583686,ENSG00000013392,6,83193357,83198935,112611
RWDD2B,conditionTB,5.80E-06,1.20E-05,ENSG00000156253,21,29004384,29019360,10069
RWDD3,conditionTB,0.29,0.336590796,ENSG00000122481,1,95234210,95247225,25950
RWDD4,conditionTB,0.0055,0.008444615,ENSG00000182552,4,183639635,183659203,201965
RXFP4,conditionTB,0.048,0.064641542,ENSG00000173080,1,155941638,155943087,339403
RXRA,conditionTB,0,0,ENSG00000186350,9,134317098,134440585,6256
RXRB,conditionTB,0.41,0.459863531,ENSG00000204231,6,33193588,33200665,6257
RYBP,conditionTB,0,0,ENSG00000163602,3,72371825,72446623,23429
RYK,conditionTB,0.6,0.645606469,ENSG00000163785,3,134065303,134250859,6259
RYR1,conditionTB,0.036,0.049619414,ENSG00000196218,19,38433691,38587564,6261
RYR3,conditionTB,0.12,0.150519795,ENSG00000198838,15,33310962,33866121,6263
S100A1,conditionTB,0.94,0.947459241,ENSG00000160678,1,153627926,153632039,6271
S100A10,conditionTB,2.60E-11,7.69E-11,ENSG00000197747,1,151982915,151993859,6281
S100A11,conditionTB,0.011,0.016229356,ENSG00000163191,1,152032506,152047907,6282
S100A12,conditionTB,0.86,0.880093752,ENSG00000163221,1,153373711,153375621,6283
S100A13,conditionTB,0.34,0.388841778,ENSG00000189171,1,153618787,153631360,6284
S100A2,conditionTB,0.7,0.737920628,ENSG00000196754,1,153561108,153567890,6273
S100A4,conditionTB,0,0,ENSG00000196154,1,153543613,153550136,6275
S100A6,conditionTB,5.60E-07,1.25E-06,ENSG00000197956,1,153534599,153536244,6277
S100A8,conditionTB,2.70E-14,9.43E-14,ENSG00000143546,1,153390032,153391073,6279
S100A9,conditionTB,0.014,0.02041198,ENSG00000163220,1,153357854,153361023,6280
S100B,conditionTB,3.10E-08,7.57E-08,ENSG00000160307,21,46598604,46605208,6285
S100P,conditionTB,0.06,0.079393882,ENSG00000163993,4,6693878,6697170,6286
S100PBP,conditionTB,0.0028,0.004447152,ENSG00000116497,1,32816767,32858875,64766
S100Z,conditionTB,6.50E-10,1.78E-09,ENSG00000171643,5,76850001,76921650,170591
S1PR1,conditionTB,1.80E-15,6.65E-15,ENSG00000170989,1,101236865,101243713,1901
S1PR2,conditionTB,0,0,ENSG00000267534,19,10221433,10231331,9294
S1PR3,conditionTB,0,0,ENSG00000213694,9,88990863,89005155,1903/286223
S1PR4,conditionTB,0.27,0.315896835,ENSG00000125910,19,3172346,3180332,8698
S1PR5,conditionTB,3.20E-09,8.38E-09,ENSG00000180739,19,10512742,10517931,53637
SAAL1,conditionTB,0.012,0.017630284,ENSG00000166788,11,18069935,18106087,113174
SAC3D1,conditionTB,0,0,ENSG00000168061,11,65040901,65044828,29901
SACM1L,conditionTB,6.50E-05,1.22E-04,ENSG00000211456,3,45689056,45745409,22908
SACS,conditionTB,1.60E-15,5.92E-15,ENSG00000151835,13,23288689,23433763,26278
SAE1,conditionTB,0,0,ENSG00000142230,19,47113274,47210636,10055
SAFB,conditionTB,8.20E-05,1.53E-04,ENSG00000160633,19,5623035,5668478,6294
SAFB2,conditionTB,1.60E-15,5.92E-15,ENSG00000130254,19,5586999,5624046,9667
SALL2,conditionTB,0.68,0.71987877,ENSG00000165821,14,21521080,21537216,6297
SAMD1,conditionTB,0,0,ENSG00000141858,19,14087851,14091036,90378
SAMD10,conditionTB,2.30E-06,4.90E-06,ENSG00000130590,20,63974116,63980008,140700
SAMD12,conditionTB,2.10E-04,3.76E-04,ENSG00000177570,8,118189455,118622112,401474
SAMD14,conditionTB,0.018,0.02583686,ENSG00000167100,17,50110040,50130160,201191
SAMD15,conditionTB,0.5,0.549732452,ENSG00000100583,14,77376689,77391497,161394
SAMD3,conditionTB,4.30E-10,1.19E-09,ENSG00000164483,6,130144315,130365425,154075
SAMD4A,conditionTB,0.058,0.076995344,ENSG00000020577,14,54566117,54793315,23034
SAMD4B,conditionTB,0,0,ENSG00000179134,19,39342396,39385710,55095
SAMD8,conditionTB,0,0,ENSG00000156671,10,75099586,75182123,142891
SAMD9,conditionTB,0,0,ENSG00000205413,7,93099513,93118023,54809
SAMD9L,conditionTB,0,0,ENSG00000177409,7,93130056,93148385,219285
SAMHD1,conditionTB,0,0,ENSG00000101347,20,36890229,36951893,25939
SAMM50,conditionTB,0,0,ENSG00000100347,22,43955442,44010531,25813
SAMSN1,conditionTB,5.60E-16,2.12E-15,ENSG00000155307,21,14485228,14658821,64092/388813
SAP130,conditionTB,1.30E-09,3.49E-09,ENSG00000136715,2,127941217,128028120,79595
SAP18,conditionTB,5.10E-11,1.48E-10,ENSG00000150459,13,21140514,21149084,10284
SAP25,conditionTB,0.84,0.862342395,ENSG00000205307,7,100572228,100573900,100316904
SAP30,conditionTB,2.20E-04,3.93E-04,ENSG00000164105,4,173369969,173377532,8819
SAP30BP,conditionTB,0,0,ENSG00000161526,17,75667251,75708062,29115
SAP30L,conditionTB,1.20E-10,3.42E-10,ENSG00000164576,5,154445997,154461053,79685
SAPCD1,conditionTB,0.046,0.062133797,ENSG00000228727,6,31762996,31764851,401251
SAPCD2,conditionTB,0,0,ENSG00000186193,9,137062127,137070557,89958
SAR1A,conditionTB,2.70E-08,6.63E-08,ENSG00000079332,10,70147289,70170523,56681
SAR1B,conditionTB,0.61,0.655054954,ENSG00000152700,5,134601149,134649271,51128
SARAF,conditionTB,1.30E-07,3.05E-07,ENSG00000133872,8,30063003,30083208,51669
SARDH,conditionTB,0.67,0.71053055,ENSG00000123453,9,133663560,133739955,1757
SARM1,conditionTB,5.80E-14,1.99E-13,ENSG00000004139,17,28364356,28404049,23098
SARNP,conditionTB,0.11,0.138761286,ENSG00000205323,12,55752463,55817724,84324
SARS,conditionTB,0.39,0.440045223,ENSG00000031698,1,109213918,109238182,6301
SARS2,conditionTB,1.30E-10,3.69E-10,ENSG00000104835,19,38915266,38930763,54938
SART1,conditionTB,0,0,ENSG00000175467,11,65961728,65980137,9092
SART3,conditionTB,0.0025,0.003995653,ENSG00000075856,12,108522214,108561400,9733
SASH1,conditionTB,2.00E-05,3.92E-05,ENSG00000111961,6,148272304,148552048,23328
SASH3,conditionTB,0,0,ENSG00000122122,X,129779949,129795201,54440
SASS6,conditionTB,1.10E-05,2.21E-05,ENSG00000156876,1,100083563,100132955,163786
SAT1,conditionTB,0,0,ENSG00000130066,X,23783173,23786210,6303
SAT2,conditionTB,7.30E-10,1.99E-09,ENSG00000141504,17,7626234,7627876,112483
SATB1,conditionTB,2.70E-11,7.97E-11,ENSG00000182568,3,18345377,18445588,6304
SATB2,conditionTB,1.30E-10,3.69E-10,ENSG00000119042,2,199269500,199471266,23314
SAV1,conditionTB,0,0,ENSG00000151748,14,50632058,50668306,60485
SAXO2,conditionTB,0.24,0.283767454,ENSG00000188659,15,82262810,82284930,283726
SAYSD1,conditionTB,0.19,0.229385639,ENSG00000112167,6,39104063,39115186,55776
SBDS,conditionTB,5.70E-13,1.86E-12,ENSG00000126524,7,66987680,66995587,51119
SBF1,conditionTB,2.30E-06,4.90E-06,ENSG00000100241,22,50445000,50475035,6305
SBF2,conditionTB,2.10E-12,6.62E-12,ENSG00000133812,11,9778667,10294219,81846
SBK1,conditionTB,0,0,ENSG00000188322,16,28259246,28323849,388228
SBK3,conditionTB,1.40E-06,3.03E-06,ENSG00000231274,19,55540656,55545543,100130827
SBNO1,conditionTB,0,0,ENSG00000139697,12,123289109,123364847,55206
SBNO2,conditionTB,0,0,ENSG00000064932,19,1107637,1174268,22904
SBSPON,conditionTB,0.048,0.064641542,ENSG00000164764,8,73064543,73124088,157869
SC5D,conditionTB,0.056,0.074517333,ENSG00000109929,11,121292681,121313410,6309
SCAF1,conditionTB,0.54,0.588157156,ENSG00000126461,19,49642209,49658642,58506
SCAF11,conditionTB,0,0,ENSG00000139218,12,45919131,45992120,9169
SCAF4,conditionTB,8.90E-06,1.81E-05,ENSG00000156304,21,31671000,31732118,57466
SCAF8,conditionTB,0,0,ENSG00000213079,6,154733378,154834244,22828
SCAI,conditionTB,0.13,0.162073704,ENSG00000173611,9,124942608,125143528,286205
SCAMP1,conditionTB,0.75,0.783359498,ENSG00000085365,5,78360611,78480739,9522
SCAMP2,conditionTB,0,0,ENSG00000140497,15,74843730,74873365,10066
SCAMP3,conditionTB,4.30E-09,1.11E-08,ENSG00000116521,1,155255979,155262430,10067
SCAMP4,conditionTB,0,0,ENSG00000227500,19,1905372,1926013,113178
SCAMP5,conditionTB,5.50E-12,1.69E-11,ENSG00000198794,15,74957219,75021495,192683
SCAND1,conditionTB,0.15,0.184765935,ENSG00000171222,20,35953617,35959472,51282
SCAP,conditionTB,0,0,ENSG00000114650,3,47413681,47477126,22937
SCAPER,conditionTB,1.90E-07,4.40E-07,ENSG00000140386,15,76347904,76905444,49855
SCARB1,conditionTB,0,0,ENSG00000073060,12,124776856,124882668,949
SCARB2,conditionTB,0,0,ENSG00000138760,4,76158737,76234536,950
SCARF1,conditionTB,0,0,ENSG00000074660,17,1633858,1645744,8578
SCARF2,conditionTB,0.27,0.315896835,ENSG00000244486,22,20424584,20437826,91179
SCCPDH,conditionTB,0,0,ENSG00000143653,1,246724409,246768137,51097
SCD,conditionTB,1.70E-10,4.79E-10,ENSG00000099194,10,100347233,100364826,6319
SCD5,conditionTB,0.067,0.087923734,ENSG00000145284,4,82629539,82798796,79966
SCFD1,conditionTB,0.25,0.294519393,ENSG00000092108,14,30622291,30737694,23256
SCFD2,conditionTB,1.60E-06,3.45E-06,ENSG00000184178,4,52872982,53366066,152579
SCG3,conditionTB,0.02,0.028531754,ENSG00000104112,15,51681492,51721026,29106
SCG5,conditionTB,0,0,ENSG00000166922,15,32641676,32697098,6447
SCHIP1,conditionTB,0.059,0.07818913,ENSG00000151967,3,159839861,159897360,29970
SCIMP,conditionTB,0,0,ENSG00000161929,17,5208920,5234860,388325
SCIN,conditionTB,0.13,0.162073704,ENSG00000006747,7,12570577,12660182,85477
SCLT1,conditionTB,0.0023,0.003690778,ENSG00000151466,4,128864921,129093600,132320
SCLY,conditionTB,7.10E-14,2.43E-13,ENSG00000132330,2,238060924,238099413,51540
SCMH1,conditionTB,0.018,0.02583686,ENSG00000010803,1,41027200,41242154,22955
SCML1,conditionTB,0,0,ENSG00000047634,X,17737449,17754988,6322
SCML2,conditionTB,0.039,0.053406645,ENSG00000102098,X,18239313,18354688,10389
SCML4,conditionTB,0,0,ENSG00000146285,6,107702154,107824317,256380
SCN11A,conditionTB,0.015,0.021781334,ENSG00000168356,3,38845764,39052157,11280
SCN1B,conditionTB,0,0,ENSG00000105711,19,35030470,35040449,6324
SCN3A,conditionTB,0.01,0.014813401,ENSG00000153253,2,165087526,165204050,6328
SCN3B,conditionTB,0.61,0.655054954,ENSG00000166257,11,123629187,123655244,55800
SCN8A,conditionTB,0.03,0.041753163,ENSG00000196876,12,51590266,51812864,6334
SCN9A,conditionTB,0,0,ENSG00000169432,2,166195185,166376001,6335
SCNM1,conditionTB,1.30E-10,3.69E-10,ENSG00000163156,1,151156664,151170296,79005/100534012
SCNN1A,conditionTB,0.83,0.8530793,ENSG00000111319,12,6346843,6377730,6337
SCNN1D,conditionTB,0.0011,0.001825104,ENSG00000162572,1,1280436,1292029,6339
SCO1,conditionTB,0.12,0.150519795,ENSG00000133028,17,10672474,10698375,6341
SCO2,conditionTB,0.79,0.817197009,ENSG00000284194,22,50523568,50526461,9997
SCOC,conditionTB,0.4,0.450201386,ENSG00000153130,4,140257286,140385728,60592
SCP2,conditionTB,0,0,ENSG00000175215,1,52927276,53051698,6342
SCPEP1,conditionTB,8.20E-04,0.001383533,ENSG00000121064,17,56978129,57006768,59342
SCRG1,conditionTB,0.06,0.079393882,ENSG00000164106,4,173384701,173406380,11341
SCRIB,conditionTB,0,0,ENSG00000180900,8,143790920,143815773,23513
SCRN1,conditionTB,0.0015,0.002455248,ENSG00000136193,7,29920104,29990289,9805
SCRN2,conditionTB,1.90E-04,3.41E-04,ENSG00000141295,17,47837692,47841289,90507
SCRN3,conditionTB,1.10E-16,4.29E-16,ENSG00000144306,2,174395730,174429575,79634
SCRT2,conditionTB,1.70E-04,3.07E-04,ENSG00000215397,20,661596,675802,85508
SCUBE1,conditionTB,0.74,0.774303902,ENSG00000159307,22,43197280,43343372,80274
SCUBE2,conditionTB,0.44,0.489894015,ENSG00000175356,11,9019476,9138114,57758
SCUBE3,conditionTB,0.21,0.251338016,ENSG00000146197,6,35213956,35253079,222663
SCX,conditionTB,0.35,0.3992,ENSG00000260428,8,144266453,144268481,642658
SCYL1,conditionTB,1.10E-06,2.40E-06,ENSG00000181374,11,65525077,65538704,57410
SCYL2,conditionTB,0,0,ENSG00000276409,12,100267140,100341715,55681
SCYL3,conditionTB,2.00E-08,4.95E-08,ENSG00000275718,1,169849631,169894267,57147
SDAD1,conditionTB,7.20E-06,1.47E-05,ENSG00000198301,4,75940950,75990962,55153
SDC1,conditionTB,1.40E-05,2.78E-05,ENSG00000115884,2,20200797,20225433,6382
SDC2,conditionTB,2.20E-13,7.33E-13,ENSG00000169439,8,96493813,96611790,6383
SDC3,conditionTB,0,0,ENSG00000162512,1,30869466,30908758,9672
SDC4,conditionTB,0,0,ENSG00000124145,20,45325288,45348424,6385
SDCBP,conditionTB,3.10E-06,6.54E-06,ENSG00000137575,8,58552924,58582859,6386
SDCBP2,conditionTB,0.002,0.003234259,ENSG00000125775,20,1309909,1329139,27111
SDCCAG3,conditionTB,0,0,ENSG00000165689,9,136401922,136410614,10807
SDCCAG8,conditionTB,0.0024,0.003844182,ENSG00000054282,1,243256034,243500091,10806
SDE2,conditionTB,0,0,ENSG00000143751,1,225982702,225999343,163859
SDF2,conditionTB,0.0037,0.005800112,ENSG00000132581,17,28648346,28662189,6388
SDF2L1,conditionTB,2.60E-09,6.85E-09,ENSG00000128228,22,21642302,21644299,23753
SDF4,conditionTB,0,0,ENSG00000078808,1,1216909,1232067,51150
SDHA,conditionTB,0.0024,0.003844182,ENSG00000073578,5,218241,257082,6389
SDHAF1,conditionTB,1.20E-05,2.40E-05,ENSG00000205138,19,35995188,35996312,644096
SDHAF2,conditionTB,1.30E-05,2.59E-05,ENSG00000167985,11,61430042,61446733,54949
SDHAF3,conditionTB,2.70E-08,6.63E-08,ENSG00000196636,7,97117698,97181763,57001
SDHAF4,conditionTB,6.50E-04,0.001108889,ENSG00000154079,6,70566917,70589569,135154
SDHB,conditionTB,0,0,ENSG00000117118,1,17018722,17054032,6390
SDHC,conditionTB,6.70E-07,1.49E-06,ENSG00000143252,1,161314381,161363206,6391
SDHD,conditionTB,2.30E-06,4.90E-06,ENSG00000204370,11,112086824,112120016,6392
SDK1,conditionTB,0.016,0.023134844,ENSG00000146555,7,3301252,4269000,221935
SDK2,conditionTB,0.0036,0.005653501,ENSG00000069188,17,73334384,73644445,54549
SDPR,conditionTB,1.90E-09,5.05E-09,ENSG00000168497,2,191834310,191847088,8436
SDR39U1,conditionTB,0.039,0.053406645,ENSG00000100445,14,24439766,24442905,56948
SDR42E1,conditionTB,7.30E-07,1.62E-06,ENSG00000184860,16,81988855,82011481,93517
SDR42E2,conditionTB,4.10E-05,7.82E-05,ENSG00000183921,16,22165583,22191754,100288072
SDS,conditionTB,0,0,ENSG00000126524,12,113392445,113426301,10993
SDSL,conditionTB,4.50E-11,1.31E-10,ENSG00000139410,12,113422380,113438276,113675
SEC11A,conditionTB,0.12,0.150519795,ENSG00000140612,15,84669538,84716460,23478
SEC11C,conditionTB,0.0064,0.0097589,ENSG00000166562,18,59139866,59158832,90701
SEC13,conditionTB,0.99,0.990354407,ENSG00000157020,3,10293131,10321112,6396
SEC14L1,conditionTB,0,0,ENSG00000129657,17,77088749,77217101,6397
SEC14L2,conditionTB,0.25,0.294519393,ENSG00000100003,22,30396941,30425303,23541
SEC16A,conditionTB,0.1,0.127018182,ENSG00000148396,9,136440096,136483759,9919
SEC16B,conditionTB,0.11,0.138761286,ENSG00000120341,1,177923956,177984303,89866/111240474
SEC22A,conditionTB,0.93,0.939005637,ENSG00000121542,3,123201927,123274136,26984
SEC22B,conditionTB,0,0,ENSG00000265808,1,120150898,120176520,9554
SEC22C,conditionTB,0.068,0.089102129,ENSG00000093183,3,42547969,42601080,9117
SEC23A,conditionTB,0.2,0.240606165,ENSG00000100934,14,39031919,39109646,10484
SEC23B,conditionTB,6.10E-09,1.57E-08,ENSG00000101310,20,18507520,18561415,10483
SEC23IP,conditionTB,0.017,0.024502166,ENSG00000107651,10,119892730,119944657,11196
SEC24A,conditionTB,0,0,ENSG00000113615,5,134648785,134727909,10802
SEC24B,conditionTB,1.60E-08,3.98E-08,ENSG00000138802,4,109433772,109540896,10427
SEC24C,conditionTB,0.043,0.05835237,ENSG00000176986,10,73744372,73772161,9632
SEC24D,conditionTB,0.015,0.021781334,ENSG00000150961,4,118722823,118838683,9871
SEC31A,conditionTB,0.093,0.119199706,ENSG00000138674,4,82818509,82901166,22872
SEC31B,conditionTB,0.17,0.207408313,ENSG00000075826,10,100486646,100519864,25956
SEC61A1,conditionTB,0.0017,0.002769313,ENSG00000058262,3,128051641,128071683,29927
SEC61A2,conditionTB,0.72,0.756948081,ENSG00000065665,10,12129637,12169961,55176
SEC61B,conditionTB,0,0,ENSG00000106803,9,99222064,99230615,10952
SEC61G,conditionTB,0,0,ENSG00000132432,7,54752250,54759974,23480
