ensembl_gene_id	gene_biotype	hgnc_symbol
ENSG00000265766	lincRNA	CXADRP3
ENSG00000127533	protein_coding	F2RL3
ENSG00000122779	protein_coding	TRIM24
ENSG00000128714	protein_coding	HOXD13
ENSG00000233566	protein_coding	LINC01556
ENSG00000279954	antisense	
ENSG00000264668	protein_coding	
ENSG00000106560	protein_coding	GIMAP2
ENSG00000176971	protein_coding	FIBIN
ENSG00000198881	protein_coding	ASB12
ENSG00000228990	processed_pseudogene	KRT18P1
ENSG00000198815	protein_coding	FOXJ3
ENSG00000111886	protein_coding	GABRR2
ENSG00000239503	processed_pseudogene	MARK2P8
ENSG00000242992	processed_pseudogene	FTH1P4
ENSG00000095794	protein_coding	CREM
ENSG00000163530	protein_coding	DPPA2
ENSG00000268009	protein_coding	SSX4
ENSG00000165733	protein_coding	BMS1
ENSG00000250571	protein_coding	GLI4
ENSG00000240764	protein_coding	PCDHGC5
ENSG00000167614	protein_coding	TTYH1
ENSG00000254866	processed_pseudogene	DEFB109P3
ENSG00000255052	antisense	FAM66D
ENSG00000197747	protein_coding	S100A10
ENSG00000163872	protein_coding	YEATS2
ENSG00000233357	processed_pseudogene	RPL30P15
ENSG00000125848	protein_coding	FLRT3
ENSG00000228730	lincRNA	
ENSG00000232917	processed_pseudogene	HSPE1P6
ENSG00000270748	IG_V_pseudogene	IGKV2OR2-1
ENSG00000223359	unprocessed_pseudogene	
ENSG00000256443	lincRNA	
ENSG00000275320	processed_pseudogene	
ENSG00000217878	processed_pseudogene	
ENSG00000279878	TEC	
ENSG00000226430	protein_coding	USP17L7
ENSG00000224761	lincRNA	
ENSG00000132485	protein_coding	ZRANB2
ENSG00000236309	processed_pseudogene	
ENSG00000182048	transcribed_unprocessed_pseudogene	TRPC2
ENSG00000228164	unprocessed_pseudogene	COL11A2P1
ENSG00000271711	processed_pseudogene	
ENSG00000276293	protein_coding	PIP4K2B
ENSG00000241728	sense_overlapping	
ENSG00000221914	protein_coding	PPP2R2A
ENSG00000228723	antisense	SRGAP3-AS2
ENSG00000213250	processed_pseudogene	RBMS2P1
ENSG00000235687	lincRNA	LINC00993
ENSG00000232480	antisense	TGFB2-AS1
ENSG00000103647	protein_coding	CORO2B
ENSG00000224230	unprocessed_pseudogene	
ENSG00000281453	3prime_overlapping_ncrna	TGFB2-OT1
ENSG00000271358	processed_pseudogene	
ENSG00000257959	antisense	
ENSG00000010379	protein_coding	SLC6A13
ENSG00000007312	protein_coding	CD79B
ENSG00000258367	transcribed_unprocessed_pseudogene	
ENSG00000241295	lincRNA	ZBTB20-AS2
ENSG00000258736	lincRNA	
ENSG00000257721	processed_pseudogene	
ENSG00000257825	transcribed_processed_pseudogene	
ENSG00000235726	processed_transcript	
ENSG00000254485	antisense	
ENSG00000131187	protein_coding	F12
ENSG00000150681	protein_coding	RGS18
ENSG00000129244	protein_coding	ATP1B2
ENSG00000011347	protein_coding	SYT7
ENSG00000072110	protein_coding	ACTN1
ENSG00000228156	antisense	
ENSG00000116266	protein_coding	STXBP3
ENSG00000261564	unprocessed_pseudogene	
ENSG00000276462	lincRNA	
ENSG00000118407	protein_coding	FILIP1
ENSG00000189143	protein_coding	CLDN4
ENSG00000275306	protein_coding	KIR2DS1
ENSG00000253421	processed_pseudogene	ZNHIT1P1
ENSG00000179142	protein_coding	CYP11B2
ENSG00000237260	processed_pseudogene	
ENSG00000229434	lincRNA	
ENSG00000268743	sense_intronic	
ENSG00000061918	protein_coding	GUCY1B3
ENSG00000232956	lincRNA	SNHG15
ENSG00000260792	lincRNA	
ENSG00000006611	protein_coding	USH1C
ENSG00000256050	lincRNA	
ENSG00000213088	protein_coding	ACKR1
ENSG00000278921	lincRNA	EPB41L4A-AS2
ENSG00000229869	antisense	
ENSG00000189339	protein_coding	SLC35E2B
ENSG00000142864	protein_coding	SERBP1
ENSG00000104499	protein_coding	GML
ENSG00000236231	lincRNA	
ENSG00000180316	protein_coding	PNPLA1
ENSG00000160111	protein_coding	CPAMD8
ENSG00000271094	processed_pseudogene	
ENSG00000262845	protein_coding	KRT40
ENSG00000272551	lincRNA	
ENSG00000251688	lincRNA	
ENSG00000254422	antisense	
ENSG00000233909	processed_pseudogene	UBE2V1P4
ENSG00000274612	processed_pseudogene	
ENSG00000184897	protein_coding	H1FX
ENSG00000255162	unprocessed_pseudogene	
ENSG00000251195	processed_pseudogene	
ENSG00000167995	protein_coding	BEST1
ENSG00000269791	protein_coding	SSX4B
ENSG00000243016	unprocessed_pseudogene	
ENSG00000251298	antisense	
ENSG00000248916	unprocessed_pseudogene	NUP210P3
ENSG00000180221	processed_pseudogene	TPT1P10
ENSG00000255285	processed_pseudogene	
ENSG00000248430	processed_pseudogene	HMGB3P16
ENSG00000256229	protein_coding	ZNF486
ENSG00000232610	processed_pseudogene	CCT6P4
ENSG00000250193	lincRNA	
ENSG00000186440	protein_coding	OR6P1
ENSG00000206417	antisense	H1FX-AS1
ENSG00000043462	protein_coding	LCP2
ENSG00000176896	protein_coding	TCEANC
ENSG00000181722	protein_coding	ZBTB20
ENSG00000064205	protein_coding	WISP2
ENSG00000256206	protein_coding	
ENSG00000239620	processed_pseudogene	
ENSG00000244215	lincRNA	
ENSG00000237379	processed_pseudogene	CBX1P3
ENSG00000276107	sense_intronic	
ENSG00000275232	lincRNA	
ENSG00000231541	processed_pseudogene	RPS6P2
ENSG00000279388	TEC	
ENSG00000205879	unprocessed_pseudogene	FAM90A2P
ENSG00000257844	unprocessed_pseudogene	KRT90P
ENSG00000271011	antisense	
ENSG00000256209	lincRNA	
ENSG00000272031	protein_coding	ANKRD34A
ENSG00000230935	processed_pseudogene	RPS3P1
ENSG00000106683	protein_coding	LIMK1
ENSG00000235750	protein_coding	KIAA0040
ENSG00000185379	protein_coding	RAD51D
ENSG00000254923	processed_pseudogene	
ENSG00000169105	protein_coding	CHST14
ENSG00000278621	antisense	
ENSG00000099804	protein_coding	CDC34
ENSG00000173588	protein_coding	CEP83
ENSG00000086159	protein_coding	AQP6
ENSG00000244251	processed_pseudogene	
ENSG00000188580	protein_coding	NKAIN2
ENSG00000088035	protein_coding	ALG6
ENSG00000050748	protein_coding	MAPK9
ENSG00000268789	unprocessed_pseudogene	VN1R87P
ENSG00000231603	processed_pseudogene	
ENSG00000214147	processed_pseudogene	
ENSG00000234927	processed_pseudogene	HMGN1P18
ENSG00000253431	processed_pseudogene	SRPK2P
ENSG00000254780	processed_pseudogene	
ENSG00000185942	protein_coding	NKAIN3
ENSG00000176754	lincRNA	LINC00303
ENSG00000188112	protein_coding	C6orf132
ENSG00000120253	protein_coding	NUP43
ENSG00000185624	protein_coding	P4HB
ENSG00000173486	protein_coding	FKBP2
ENSG00000163468	protein_coding	CCT3
ENSG00000053900	protein_coding	ANAPC4
ENSG00000255206	antisense	
ENSG00000254051	processed_pseudogene	
ENSG00000277301	antisense	
ENSG00000089818	protein_coding	NECAP1
ENSG00000260991	unprocessed_pseudogene	
ENSG00000226936	protein_coding	B3GALT4
ENSG00000234834	transcribed_unprocessed_pseudogene	HLA-DPB2
ENSG00000230584	processed_pseudogene	CCT5P2
ENSG00000172264	protein_coding	MACROD2
ENSG00000169116	protein_coding	PARM1
ENSG00000224808	antisense	SRGAP3-AS1
ENSG00000273514	protein_coding	FOXD4L6
ENSG00000171208	protein_coding	NETO2
ENSG00000270729	processed_pseudogene	
ENSG00000222022	lincRNA	
ENSG00000106080	protein_coding	FKBP14
ENSG00000242280	processed_pseudogene	SLC16A1P1
ENSG00000166033	protein_coding	HTRA1
ENSG00000254901	protein_coding	MEF2BNB
ENSG00000173200	protein_coding	PARP15
ENSG00000106034	protein_coding	CPED1
ENSG00000251014	processed_pseudogene	
ENSG00000107959	protein_coding	PITRM1
ENSG00000250358	lincRNA	
ENSG00000228090	protein_coding	C6orf25
ENSG00000155307	protein_coding	SAMSN1
ENSG00000046889	protein_coding	PREX2
ENSG00000231645	transcribed_unprocessed_pseudogene	KRT17P6
ENSG00000230962	lincRNA	LINC01520
ENSG00000277247	antisense	
ENSG00000279910	TEC	
ENSG00000138095	protein_coding	LRPPRC
ENSG00000280417	TEC	
ENSG00000111913	protein_coding	FAM65B
ENSG00000280134	TEC	
ENSG00000256030	transcribed_processed_pseudogene	CBX3P4
ENSG00000230998	lincRNA	
ENSG00000258480	lincRNA	
ENSG00000270830	processed_pseudogene	
ENSG00000261762	antisense	
ENSG00000278754	processed_pseudogene	
ENSG00000227210	antisense	
ENSG00000279421	TEC	
ENSG00000263204	processed_pseudogene	
ENSG00000213362	processed_pseudogene	FTH1P12
ENSG00000227051	lincRNA	C14orf132
ENSG00000251363	lincRNA	
ENSG00000248925	antisense	
ENSG00000253596	antisense	
ENSG00000145041	protein_coding	VPRBP
ENSG00000228174	antisense	
ENSG00000162881	protein_coding	OXER1
ENSG00000104369	protein_coding	JPH1
ENSG00000257207	protein_coding	
ENSG00000271402	IG_V_pseudogene	IGKV2OR2-2
ENSG00000271815	lincRNA	
ENSG00000236754	antisense	
ENSG00000163933	protein_coding	RFT1
ENSG00000204670	IG_V_pseudogene	IGKV1OR2-3
ENSG00000175793	protein_coding	SFN
ENSG00000253217	lincRNA	
ENSG00000253499	processed_pseudogene	
ENSG00000257542	transcribed_unprocessed_pseudogene	OR7E47P
ENSG00000267046	processed_pseudogene	E2F3P1
ENSG00000277778	lincRNA	PGM5P2
ENSG00000267554	processed_pseudogene	
ENSG00000255987	processed_pseudogene	TOMM20P2
ENSG00000184115	lincRNA	
ENSG00000235479	unprocessed_pseudogene	RAB9AP4
ENSG00000267074	sense_intronic	
ENSG00000267369	processed_pseudogene	
ENSG00000267349	antisense	
ENSG00000215417	processed_transcript	MIR17HG
ENSG00000261796	protein_coding	ISY1-RAB43
ENSG00000257500	antisense	
ENSG00000176635	protein_coding	HORMAD2
ENSG00000205045	protein_coding	SLFN12L
ENSG00000281642	processed_pseudogene	
ENSG00000263181	polymorphic_pseudogene	CYP2D7
ENSG00000223443	protein_coding	USP17L2
ENSG00000128203	protein_coding	ASPHD2
ENSG00000239921	lincRNA	LINC01471
ENSG00000237970	processed_pseudogene	TMEM161BP1
ENSG00000276829	unprocessed_pseudogene	
ENSG00000149554	protein_coding	CHEK1
ENSG00000269274	unprocessed_pseudogene	
ENSG00000013563	protein_coding	DNASE1L1
ENSG00000141098	protein_coding	GFOD2
ENSG00000228288	antisense	PCAT6
ENSG00000227709	processed_pseudogene	
ENSG00000225473	antisense	ATP13A4-AS1
ENSG00000241124	processed_transcript	HCG16
ENSG00000240562	lincRNA	
ENSG00000213973	protein_coding	ZNF99
ENSG00000136816	protein_coding	TOR1B
ENSG00000237898	processed_transcript	HCG15
ENSG00000213985	processed_pseudogene	
ENSG00000227479	lincRNA	
ENSG00000267498	lincRNA	
ENSG00000124243	protein_coding	BCAS4
ENSG00000221857	processed_transcript	
ENSG00000231489	processed_pseudogene	
ENSG00000232765	transcribed_unprocessed_pseudogene	
ENSG00000163364	lincRNA	LINC01116
ENSG00000242370	antisense	KCNAB1-AS1
ENSG00000242197	processed_pseudogene	
ENSG00000224864	transcribed_processed_pseudogene	
ENSG00000235350	unprocessed_pseudogene	
ENSG00000188383	unprocessed_pseudogene	
ENSG00000231947	processed_pseudogene	MTND2P24
ENSG00000225670	antisense	CADM3-AS1
ENSG00000269509	processed_pseudogene	BNIP3P34
ENSG00000231301	processed_pseudogene	RPL13AP
ENSG00000212657	protein_coding	KRTAP16-1
ENSG00000129084	protein_coding	PSMA1
ENSG00000241778	unprocessed_pseudogene	
ENSG00000214946	protein_coding	TBC1D26
ENSG00000226971	processed_pseudogene	
ENSG00000232173	unprocessed_pseudogene	OR2H5P
ENSG00000217680	processed_pseudogene	
ENSG00000266647	unprocessed_pseudogene	
ENSG00000229760	processed_pseudogene	
ENSG00000224577	lincRNA	LINC01117
ENSG00000279966	unprocessed_pseudogene	
ENSG00000154548	protein_coding	SRSF12
ENSG00000137709	protein_coding	POU2F3
ENSG00000273377	unprocessed_pseudogene	OR2Q1P
ENSG00000238156	lincRNA	
ENSG00000277517	processed_transcript	
ENSG00000227038	transcribed_unprocessed_pseudogene	GTF2IP7
ENSG00000225509	processed_pseudogene	AIFM1P1
ENSG00000230128	protein_coding	IER3
ENSG00000234771	antisense	SLC25A25-AS1
ENSG00000111602	protein_coding	TIMELESS
ENSG00000231217	lincRNA	
ENSG00000213215	polymorphic_pseudogene	OR2F1
ENSG00000225793	lincRNA	
ENSG00000224699	processed_transcript	LAMTOR5-AS1
ENSG00000215537	processed_pseudogene	ZNF736P11Y
ENSG00000243583	lincRNA	
ENSG00000121486	protein_coding	TRMT1L
ENSG00000270655	processed_pseudogene	
ENSG00000140265	protein_coding	ZSCAN29
ENSG00000237298	antisense	TTN-AS1
ENSG00000170027	protein_coding	YWHAG
ENSG00000177951	protein_coding	BET1L
ENSG00000225450	antisense	
ENSG00000080986	protein_coding	NDC80
ENSG00000139505	protein_coding	MTMR6
ENSG00000112701	protein_coding	SENP6
ENSG00000255704	processed_pseudogene	
ENSG00000246082	unitary_pseudogene	NUDT16P1
ENSG00000278213	unprocessed_pseudogene	CNTNAP3P5
ENSG00000150627	protein_coding	WDR17
ENSG00000185231	protein_coding	MC2R
ENSG00000273947	protein_coding	KIR2DL3
ENSG00000145309	protein_coding	CABS1
ENSG00000260233	processed_transcript	SSSCA1-AS1
ENSG00000261210	protein_coding	CLEC19A
ENSG00000134077	protein_coding	THUMPD3
ENSG00000275255	transcribed_unprocessed_pseudogene	KIR3DP1
ENSG00000233887	processed_pseudogene	
ENSG00000242049	antisense	DNAJB8-AS1
ENSG00000185176	protein_coding	AQP12B
ENSG00000179526	protein_coding	SHARPIN
ENSG00000250608	processed_transcript	
ENSG00000179407	protein_coding	DNAJB8
ENSG00000213548	processed_pseudogene	
ENSG00000280096	TEC	
ENSG00000224920	unprocessed_pseudogene	TACC1P1
ENSG00000243779	processed_pseudogene	
ENSG00000168452	protein_coding	PPT2
ENSG00000065526	protein_coding	SPEN
ENSG00000259541	antisense	
ENSG00000143621	protein_coding	ILF2
ENSG00000279455	TEC	
ENSG00000108848	protein_coding	LUC7L3
ENSG00000261792	unprocessed_pseudogene	DNM1P28
ENSG00000185658	protein_coding	BRWD1
ENSG00000270518	unprocessed_pseudogene	
ENSG00000241777	unprocessed_pseudogene	
ENSG00000237752	processed_pseudogene	
ENSG00000259696	processed_pseudogene	
ENSG00000175489	protein_coding	LRRC25
ENSG00000169021	protein_coding	UQCRFS1
ENSG00000225276	processed_pseudogene	MTND1P18
ENSG00000243596	processed_pseudogene	
ENSG00000135625	protein_coding	EGR4
ENSG00000249305	processed_pseudogene	
ENSG00000183629	protein_coding	GOLGA8G
ENSG00000269908	lincRNA	
ENSG00000181264	protein_coding	TMEM136
ENSG00000233603	processed_pseudogene	JTBP1
ENSG00000134108	protein_coding	ARL8B
ENSG00000260460	lincRNA	
ENSG00000259946	lincRNA	
ENSG00000279833	antisense	
ENSG00000122224	protein_coding	LY9
ENSG00000100784	protein_coding	RPS6KA5
ENSG00000189136	transcribed_unprocessed_pseudogene	UBE2Q2P1
ENSG00000226906	lincRNA	TTTY4
ENSG00000213988	protein_coding	ZNF90
ENSG00000113249	protein_coding	HAVCR1
ENSG00000183747	protein_coding	ACSM2A
ENSG00000257162	transcribed_processed_pseudogene	MED15P6
ENSG00000141552	protein_coding	ANAPC11
ENSG00000188060	protein_coding	RAB42
ENSG00000237927	lincRNA	
ENSG00000127249	protein_coding	ATP13A4
ENSG00000224806	processed_pseudogene	ARL5AP4
ENSG00000170454	protein_coding	KRT75
ENSG00000234217	processed_pseudogene	RBPJP7
ENSG00000236052	lincRNA	
ENSG00000259871	sense_intronic	
ENSG00000132965	protein_coding	ALOX5AP
ENSG00000224334	processed_pseudogene	
ENSG00000065485	protein_coding	PDIA5
ENSG00000260417	lincRNA	
ENSG00000248886	unprocessed_pseudogene	UGT2A3P7
ENSG00000276251	lincRNA	
ENSG00000224844	lincRNA	
ENSG00000251545	unprocessed_pseudogene	
ENSG00000243245	processed_transcript	
ENSG00000120656	protein_coding	TAF12
ENSG00000230053	processed_pseudogene	
ENSG00000267262	antisense	
ENSG00000180347	protein_coding	CCDC129
ENSG00000140557	protein_coding	ST8SIA2
ENSG00000100372	protein_coding	SLC25A17
ENSG00000257444	processed_pseudogene	SETP7
ENSG00000263101	protein_coding	KRTAP3-3
ENSG00000253520	processed_pseudogene	
ENSG00000171169	protein_coding	NAIF1
ENSG00000081760	protein_coding	AACS
ENSG00000235258	processed_pseudogene	
ENSG00000260430	lincRNA	
ENSG00000255746	sense_intronic	
ENSG00000271174	processed_pseudogene	
ENSG00000064652	protein_coding	SNX24
ENSG00000227837	processed_pseudogene	TRIM60P11Y
ENSG00000258076	processed_pseudogene	
ENSG00000260721	lincRNA	
ENSG00000099219	protein_coding	ERMP1
ENSG00000257175	processed_pseudogene	
ENSG00000188177	protein_coding	ZC3H6
ENSG00000270612	processed_pseudogene	
ENSG00000164620	protein_coding	RELL2
ENSG00000253530	lincRNA	
ENSG00000188477	sense_intronic	
ENSG00000226698	antisense	
ENSG00000177459	protein_coding	ERICH5
ENSG00000236825	processed_pseudogene	RAB28P2
ENSG00000084754	protein_coding	HADHA
ENSG00000214560	processed_pseudogene	RPL21P41
ENSG00000135083	protein_coding	CCNJL
ENSG00000276223	sense_intronic	
ENSG00000102007	protein_coding	PLP2
ENSG00000226173	protein_coding	TAP1
ENSG00000186860	protein_coding	KRTAP17-1
ENSG00000277409	antisense	MAMDC2-AS1
ENSG00000142751	protein_coding	GPN2
ENSG00000258739	transcribed_processed_pseudogene	ENO1P2
ENSG00000218596	processed_pseudogene	
ENSG00000101098	protein_coding	RIMS4
ENSG00000268170	antisense	
ENSG00000264404	lincRNA	
ENSG00000278608	protein_coding	MAMDC2
ENSG00000125347	protein_coding	IRF1
ENSG00000221937	protein_coding	TAS2R40
ENSG00000234451	processed_pseudogene	
ENSG00000241571	processed_pseudogene	ATP5A1P7
ENSG00000183186	protein_coding	C2CD4C
ENSG00000189014	unprocessed_pseudogene	FAM35DP
ENSG00000273529	protein_coding	HES5
ENSG00000239641	antisense	PLS1-AS1
ENSG00000226964	processed_pseudogene	RHEBP2
ENSG00000232343	processed_transcript	
ENSG00000265781	lincRNA	
ENSG00000224236	processed_pseudogene	MRRFP1
ENSG00000234276	processed_pseudogene	
ENSG00000271551	antisense	
ENSG00000127616	protein_coding	SMARCA4
ENSG00000229221	processed_pseudogene	HNRNPA1P66
ENSG00000265639	processed_pseudogene	
ENSG00000271699	transcribed_unprocessed_pseudogene	
ENSG00000233044	antisense	
ENSG00000240682	protein_coding	ISY1
ENSG00000228872	processed_pseudogene	
ENSG00000136327	protein_coding	NKX2-8
ENSG00000135521	protein_coding	LTV1
ENSG00000270487	antisense	
ENSG00000280445	lincRNA	
ENSG00000229920	transcribed_processed_pseudogene	RPS4XP5
ENSG00000282160	lincRNA	
ENSG00000204279	protein_coding	PAGE3
ENSG00000236277	processed_pseudogene	NIPA2P5
ENSG00000235256	processed_pseudogene	FKBP4P7
ENSG00000230043	processed_pseudogene	TMSB4XP6
ENSG00000231362	processed_pseudogene	
ENSG00000110484	protein_coding	SCGB2A2
ENSG00000243149	lincRNA	
ENSG00000227099	unprocessed_pseudogene	HLA-DRB7
ENSG00000231709	lincRNA	
ENSG00000179743	antisense	
ENSG00000281961	lincRNA	
ENSG00000214908	processed_pseudogene	
ENSG00000257504	lincRNA	
ENSG00000167608	protein_coding	TMC4
ENSG00000227880	lincRNA	
ENSG00000270620	unprocessed_pseudogene	
ENSG00000224027	lincRNA	
ENSG00000257731	processed_pseudogene	
ENSG00000239664	lincRNA	
ENSG00000163792	protein_coding	TCF23
ENSG00000227154	unprocessed_pseudogene	
ENSG00000258364	lincRNA	
ENSG00000131386	protein_coding	GALNT15
ENSG00000231324	lincRNA	
ENSG00000224531	protein_coding	SMIM13
ENSG00000274631	processed_pseudogene	
ENSG00000230257	antisense	NFE4
ENSG00000272869	protein_coding	
ENSG00000117586	protein_coding	TNFSF4
ENSG00000228970	unprocessed_pseudogene	UBTFL6
ENSG00000260683	lincRNA	
ENSG00000261618	lincRNA	
ENSG00000251601	lincRNA	
ENSG00000235274	processed_pseudogene	
ENSG00000232668	processed_pseudogene	
ENSG00000226670	processed_pseudogene	BCAS2P3
ENSG00000177463	protein_coding	NR2C2
ENSG00000229341	protein_coding	TNXB
ENSG00000232604	lincRNA	
ENSG00000224548	processed_pseudogene	
ENSG00000168928	protein_coding	CTRB2
ENSG00000231199	processed_pseudogene	MTND5P19
ENSG00000228033	lincRNA	
ENSG00000276291	transcribed_unprocessed_pseudogene	
ENSG00000197180	lincRNA	
ENSG00000225671	processed_pseudogene	FCF1P6
ENSG00000128606	protein_coding	LRRC17
ENSG00000278339	unprocessed_pseudogene	KIR2DP1
ENSG00000226663	processed_pseudogene	MTND4P10
ENSG00000141485	protein_coding	SLC13A5
ENSG00000260165	unprocessed_pseudogene	
ENSG00000253659	lincRNA	
ENSG00000128274	protein_coding	A4GALT
ENSG00000231582	processed_pseudogene	
ENSG00000235146	lincRNA	
ENSG00000119866	protein_coding	BCL11A
ENSG00000260269	processed_transcript	
ENSG00000123595	protein_coding	RAB9A
ENSG00000118260	protein_coding	CREB1
ENSG00000221946	protein_coding	FXYD7
ENSG00000141750	protein_coding	STAC2
ENSG00000014641	protein_coding	MDH1
ENSG00000259536	antisense	
ENSG00000163082	protein_coding	SGPP2
ENSG00000232714	processed_pseudogene	MTND3P8
ENSG00000151151	protein_coding	IPMK
ENSG00000236122	processed_pseudogene	UBQLN1P1
ENSG00000235761	processed_pseudogene	
ENSG00000270584	processed_pseudogene	
ENSG00000256258	lincRNA	
ENSG00000144188	unprocessed_pseudogene	TRIM43CP
ENSG00000228569	lincRNA	
ENSG00000279352	TEC	
ENSG00000158639	protein_coding	PAGE5
ENSG00000205835	protein_coding	GMNC
ENSG00000233012	transcribed_processed_pseudogene	HDAC1P2
ENSG00000096433	protein_coding	ITPR3
ENSG00000260126	lincRNA	
ENSG00000067064	protein_coding	IDI1
ENSG00000227059	protein_coding	ANHX
ENSG00000229149	processed_pseudogene	HCG19P
ENSG00000246876	lincRNA	
ENSG00000278749	protein_coding	CCDC166
ENSG00000168672	protein_coding	FAM84B
ENSG00000228670	processed_pseudogene	NANOGP2
ENSG00000270469	processed_pseudogene	
ENSG00000224313	protein_coding	DXO
ENSG00000230265	processed_pseudogene	
ENSG00000251311	lincRNA	
ENSG00000236922	lincRNA	LINC01378
ENSG00000187486	protein_coding	KCNJ11
ENSG00000224942	processed_pseudogene	
ENSG00000225836	lincRNA	
ENSG00000234285	processed_pseudogene	GAPDHP49
ENSG00000259849	lincRNA	VENTXP1
ENSG00000137040	protein_coding	RANBP6
ENSG00000133488	protein_coding	SEC14L4
ENSG00000259924	processed_pseudogene	
ENSG00000239716	lincRNA	
ENSG00000185909	protein_coding	KLHDC8B
ENSG00000260109	unprocessed_pseudogene	
ENSG00000102218	protein_coding	RP2
ENSG00000226534	processed_pseudogene	
ENSG00000280062	TEC	
ENSG00000259279	antisense	
ENSG00000242706	processed_pseudogene	
ENSG00000280327	TEC	
ENSG00000250882	antisense	
ENSG00000240003	processed_pseudogene	RPL7P24
ENSG00000251076	antisense	
ENSG00000279593	TEC	
ENSG00000261568	lincRNA	
ENSG00000280416	TEC	
ENSG00000225758	processed_pseudogene	RPS17P17
ENSG00000211947	IG_V_gene	IGHV3-21
ENSG00000224032	lincRNA	EPB41L4A-AS1
ENSG00000263270	lincRNA	
ENSG00000153113	protein_coding	CAST
ENSG00000128283	protein_coding	CDC42EP1
ENSG00000213140	processed_pseudogene	ELK2AP
ENSG00000152380	protein_coding	FAM151B
ENSG00000182580	protein_coding	EPHB3
ENSG00000253701	lincRNA	
ENSG00000211933	IG_V_gene	IGHV6-1
ENSG00000206235	protein_coding	TAP2
ENSG00000253387	IG_V_pseudogene	IGHVIII-5-1
ENSG00000152782	protein_coding	PANK1
ENSG00000254440	protein_coding	PBOV1
ENSG00000176853	protein_coding	FAM91A1
ENSG00000265408	processed_transcript	
ENSG00000225072	unprocessed_pseudogene	OR7E116P
ENSG00000211959	IG_V_gene	IGHV4-39
ENSG00000231811	lincRNA	
ENSG00000253465	IG_V_pseudogene	IGHVIV-44-1
ENSG00000116396	protein_coding	KCNC4
ENSG00000156096	protein_coding	UGT2B4
ENSG00000228984	processed_pseudogene	
ENSG00000275040	lincRNA	
ENSG00000213492	transcribed_processed_pseudogene	NT5C3AP1
ENSG00000282727	lincRNA	
ENSG00000217874	unprocessed_pseudogene	OR4F7P
ENSG00000253440	IG_V_pseudogene	IGHV3-33-2
ENSG00000276551	processed_pseudogene	
ENSG00000282002	lincRNA	
ENSG00000263331	antisense	
ENSG00000211905	IG_J_gene	IGHJ1
ENSG00000134595	protein_coding	SOX3
ENSG00000180229	transcribed_unprocessed_pseudogene	HERC2P3
ENSG00000237111	IG_J_pseudogene	IGHJ3P
ENSG00000276820	protein_coding	KIR2DL1
ENSG00000231107	lincRNA	LINC01508
ENSG00000228892	protein_coding	AGPAT1
ENSG00000237684	processed_pseudogene	RPSAP35
ENSG00000263812	lincRNA	LINC00908
ENSG00000254174	IG_V_pseudogene	IGHV1-12
ENSG00000276327	protein_coding	KIR2DS1
ENSG00000214534	transcribed_unprocessed_pseudogene	ZNF705E
ENSG00000049618	protein_coding	ARID1B
ENSG00000175324	protein_coding	LSM1
ENSG00000220105	processed_pseudogene	
ENSG00000248539	lincRNA	
ENSG00000266818	unprocessed_pseudogene	
ENSG00000281896	transcribed_unprocessed_pseudogene	
ENSG00000185722	protein_coding	ANKFY1
ENSG00000230668	lincRNA	
ENSG00000213280	processed_pseudogene	
ENSG00000267699	protein_coding	
ENSG00000144711	protein_coding	IQSEC1
ENSG00000242588	processed_transcript	
ENSG00000276631	lincRNA	
ENSG00000204576	protein_coding	PRR3
ENSG00000277729	unprocessed_pseudogene	
ENSG00000081985	protein_coding	IL12RB2
ENSG00000172828	protein_coding	CES3
ENSG00000227549	lincRNA	
ENSG00000168924	protein_coding	LETM1
ENSG00000230118	processed_pseudogene	
ENSG00000073150	protein_coding	PANX2
ENSG00000227260	lincRNA	
ENSG00000251187	antisense	
ENSG00000019582	protein_coding	CD74
ENSG00000279080	antisense	
ENSG00000282524	lincRNA	
ENSG00000134138	protein_coding	MEIS2
ENSG00000236598	processed_transcript	
ENSG00000198598	protein_coding	MMP17
ENSG00000232936	antisense	
ENSG00000162949	protein_coding	CAPN13
ENSG00000142875	protein_coding	PRKACB
ENSG00000011638	protein_coding	TMEM159
ENSG00000275599	protein_coding	KIR2DS3
ENSG00000273640	processed_pseudogene	WBP1LP8
ENSG00000131982	processed_pseudogene	UBE2L2
ENSG00000249962	processed_pseudogene	
ENSG00000256879	antisense	
ENSG00000159197	protein_coding	KCNE2
ENSG00000277672	processed_pseudogene	
ENSG00000250295	antisense	RDH10-AS1
ENSG00000247872	processed_pseudogene	SPCS2P3
ENSG00000129235	protein_coding	TXNDC17
ENSG00000267220	transcribed_unprocessed_pseudogene	
ENSG00000234986	lincRNA	
ENSG00000277422	transcribed_processed_pseudogene	REXO1L6P
ENSG00000135766	protein_coding	EGLN1
ENSG00000225555	antisense	
ENSG00000271524	processed_pseudogene	BNIP3P17
ENSG00000240673	processed_pseudogene	
ENSG00000275118	protein_coding	MBOAT7
ENSG00000160200	protein_coding	CBS
ENSG00000083099	protein_coding	LYRM2
ENSG00000174038	protein_coding	C9orf131
ENSG00000104953	protein_coding	TLE6
ENSG00000172572	protein_coding	PDE3A
ENSG00000259170	lincRNA	
ENSG00000223982	processed_pseudogene	SNRPD2P2
ENSG00000188517	protein_coding	COL25A1
ENSG00000244558	antisense	KCNK15-AS1
